order_id,order_date,ship_date,customer_id,product_id,region,category,sub_category,quantity,sales,discount,profit
NM202401207084,"Jan 30, 2024","Jan 30, 2024",CU0056,PR502,east,Technology,Phones,3,$808.86,0.15,321.54
NM202401621466,2024-01-06,2024-01-10,CU0083,PR509,Central,TECHNOLOGY,Machines,7,"$4,173.56",0.1,1820.09
NM202401558109,2024-01-18,2024-01-21,CU0018,PR506,south,TECHNOLOGY,Accessories,6,"$3,922.80",0.0,1953.12
NM202401852913,2024-01-26,2024-01-30,CU0230,PR504,CENTRAL,Technology,Accessories,6,"$4,367.52",0.0,1807.98
NM202401945758,19-Jan-2024,23-Jan-2024,CU0019,PR502,EAST,Technology,Phones,3,$951.60,0.0,464.28
NM202401748135,2024-01-21,2024-01-25,CU0059,PR518,SOUTH,office supplies,Paper,2,$135.30,0.0,67.3
NM202401335834,2024-01-21,2024-01-26,CU0084,PR503,SOUTH,technology,Phones,2,$278.80,0.1,82.62
NM202401482322,2024-01-14,2024-01-18,CU0049,PR519,Central,OFFICE SUPPLIES,Paper,3,$33.78,0.0,12.21
NM202401677514,24-Jan-2024,30-Jan-2024,CU0180,PR511, Central,Furniture,Chairs,1,$100.99,0.15,38.32
NM202401988673,2024-01-11,2024-01-14,CU0100,PR505, Central,TECHNOLOGY,Accessories,4,$310.78,0.6,-139.3
NM202401486514,2024-01-30,2024-01-30,CU0137,PR523,SOUTH,office supplies,Art,2,$71.44,0.3,-5.86
NM202401804591,2024-01-15,2024-01-19,CU0238,PR521,central,Office Supplies,Storage,1,$49.80,,11.82
NM202401372177,27-Jan-2024,02-Feb-2024,CU0116,PR519,East,office supplies,Paper,6,$57.43,0.15,14.29
NM202401988563,2024-01-30,2024-02-04,CU0041,PR521,South ,OFFICE SUPPLIES,Storage,2,$84.66,0.15,8.7
NM202401875042,2024-01-10,2024-01-10,CU0013,PR518,Central,OFFICE SUPPLIES,Paper,6,$324.72,0.2,120.72
NM202401554887,2024-01-12,2024-01-14,CU0008,PR511,SOUTH,Furniture,Chairs,6,$499.00,0.3,122.98
NM202401493767,2024-01-18,2024-01-24,CU0164,PR515,Central,furniture,Bookcases,7,"$4,006.17",0.0,1788.71
NM202401743988,2024-01-26,2024-01-28,CU0005,PR511,East,FURNITURE,Chairs,1,$118.81,0.0,56.14
NM202401890673,"Jan 13, 2024","Jan 17, 2024",CU0200,PR501, East,Technology,Phones,8,"$8,320.48",0.0,2613.2
NM202401429120,2024-01-08,2024-01-15,CU0081,PR524,East ,Office Supplies,Art,1,$67.61,0.2,1.67
NM202401142046,2024-01-26,2024-01-28,CU0051,PR507,South ,Technology,Machines,3,$128.07,0.0,68.52
NM202401544771,15-Jan-2024,18-Jan-2024,CU0213,PR519,south,Office Supplies,Paper,1,$11.26,0.0,
NM202401490958,2024-01-15,2024-01-15,CU0099,PR517,East,office supplies,Binders,1,$61.91,0.3,14.05
NM202401438729,2024-01-24,2024-01-30,CU0159,PR511, Central,furniture,Chairs,8,$665.34,0.3,163.98
NM202401596341,2024-01-09,2024-01-10,CU0098,PR515,Central ,furniture,Bookcases,4,"$1,945.85",0.15,678.73
NM202401990067,2024-01-26,2024-01-26,CU0150,PR503,South ,technology,Phones,7,"$1,084.23",0.0,397.6
NM202401932888,2024-01-04,2024-01-10,CU0089,PR502,west,technology,Phones,3,$951.60,0.0,464.28
NM202401875419,2024-01-24,2024-01-26,CU0040,PR501,West,TECHNOLOGY,Phones,6,"$4,992.29",0.2,711.83
NM202401631273,2024-01-30,2024-01-31,CU0062,PR514,CENTRAL,furniture,Bookcases,8,"$1,695.81",0.2,415.57
NM202401850158,2024-01-20,2024-01-26,CU0123,PR516,Central,Office Supplies,Binders,2,$19.28,0.0,9.52
NM202401349691,2024-01-03,2024-01-05,CU0233,PR523,East ,office supplies,Art,1,$40.82,0.2,2.17
NM202401859910,"Jan 18, 2024","Jan 19, 2024",CU0150,PR502,South ,Technology,Phones,5,"$1,110.20",0.3,298.0
NM202401840197,2024-01-19,2024-01-22,CU0024,PR501,east,Technology,Phones,3,"$3,120.18",0.0,979.95
NM202401718919,2024-01-26,2024-01-30,CU0132,PR513,central,Furniture,Tables,1,$177.83,0.3,-18.2
NM202401578111,2024-01-07,2024-01-07,CU0239,PR519,SOUTH,OFFICE SUPPLIES,Paper,7,$55.17,0.3,4.84
NM202401593262,2024-01-29,2024-01-31,CU0170,PR519,South ,Office Supplies,Paper,8,$81.07,0.1,23.55
NM202401582800,2024-01-03,2024-01-03,CU0209,PR505,Central,Technology,Accessories,8,"$1,243.14",0.2,342.98
NM202401178552,2024-01-19,2024-01-20,CU0150,PR522, South,Office Supplies,Storage,6,$200.11,0.2,67.99
NM202401916845,2024-01-16,2024-01-22,CU0035,PR505,central,Technology,Accessories,2,$310.78,0.2,85.74
NM202401578054,27-Jan-2024,28-Jan-2024,CU0219,PR511,West ,Furniture,Chairs,5,$594.05,0.0,280.7
NM202401695115,2024-01-30,2024-02-02,CU0195,PR524,South,Office Supplies,Art,5,$359.17,0.15,29.47
NM202401311281,2024-01-07,2024-01-09,CU0239,PR510,SOUTH,FURNITURE,Chairs,2,$485.28,0.0,151.66
NM202401141174,2024-01-05,2024-01-09,CU0176,PR511, East,Furniture,Chairs,7,$831.67,0.0,392.98
NM202401383001,2024-01-30,2024-01-30,CU0123,PR521,Central,Office Supplies,Storage,7,$278.88,0.2,13.02
NM202401804146,"Jan 18, 2024","Jan 23, 2024",CU0161,PR506,CENTRAL,technology,Accessories,5,"$1,961.40",0.4,320.0
NM202401184197,2024-01-23,2024-01-24,CU0209,PR507,central,Technology,Machines,1,$42.69,0.0,22.84
NM202401491783,"Jan 28, 2024","Feb 03, 2024",CU0080,PR524,SOUTH,office supplies,Art,6,$405.65,0.2,10.01
NM202401470305,2024-01-29,2024-02-04,CU0139,PR516,West ,Office Supplies,Binders,4,$38.56,0.0,19.04
NM202401910882,2024-01-05,2024-01-11,CU0125,PR507,EAST,Technology,Machines,4,$170.76,,91.36
NM202401213792,2024-01-17,2024-01-23,CU0076,PR522,CENTRAL,Office Supplies,Storage,5,$83.38,0.6,-26.72
NM202401883667,2024-01-17,2024-01-24,CU0130,PR507,Central,TECHNOLOGY,Machines,4,$119.53,0.3,40.13
NM202401819137,2024-01-23,2024-01-24,CU0063,PR508, Central,technology,Machines,8,"$1,835.60",0.0,889.68
NM202401615565,2024-01-19,2024-01-21,CU0236,PR513,south,furniture,Tables,1,$215.93,0.15,19.9
NM202401489669,2024-01-21,2024-01-27,CU0099,PR523,East ,Office Supplies,Art,4,$173.50,0.15,18.9
NM202401179586,2024-01-09,2024-01-12,CU0120,PR523,east,OFFICE SUPPLIES,Art,2,$102.06,0.0,24.76
NM202401891077,2024-01-11,2024-01-15,CU0076,PR502,Central,TECHNOLOGY,Phones,8,"$2,283.84",0.1,984.32
NM202401212851,2024-01-01,2024-01-01,CU0182,PR514,East ,Furniture,Bookcases,7,"$1,669.31",0.1,549.1
NM202401118179,2024-01-01,2024-01-05,CU0130,PR506,Central,Technology,Accessories,7,"$4,576.60",0.0,2278.64
NM202401325657,2024-01-15,2024-01-19,CU0053,PR505,EAST,TECHNOLOGY,Accessories,7,"$1,359.68",0.0,572.04
NM202401954545,2024-01-25,2024-01-31,CU0009,PR510, West,Furniture,Chairs,7,"$1,698.48",0.0,530.81
NM202401720636,2024-01-26,2024-01-27,CU0155,PR501,SOUTH,TECHNOLOGY,Phones,6,"$4,992.29",0.2,711.83
NM202401526636,2024-01-31,2024-02-06,CU0239,PR501,South,Technology,Phones,6,"$5,304.31",0.15,1023.85
NM202401982591,2024-01-08,2024-01-15,CU0228,PR515,west,Furniture,Bookcases,4,"$1,945.85",0.15,678.73
NM202401172036,2024-01-31,2024-02-01,CU0115,PR516,East,Office Supplies,Binders,7,$53.98,0.2,19.82
NM202401583340,2024-01-05,2024-01-10,CU0183,PR523,Central,Office Supplies,Art,7,$303.63,,33.08
NM202401791291,2024-01-10,2024-01-17,CU0185,PR513, East,FURNITURE,Tables,1,$254.04,0.0,58.01
NM202401691347,2024-01-11,2024-01-15,CU0058,PR521,East,Office Supplies,Storage,5,$174.30,0.3,-15.6
NM202401362955,2024-01-10,2024-01-17,CU0070,PR524,CENTRAL,office supplies,Art,7,$502.83,0.15,41.25
NM202401692452,2024-01-18,2024-01-22,CU0182,PR514, East,furniture,Bookcases,2,$370.96,0.3,50.9
NM202401652601,2024-01-19,2024-01-21,CU0047,PR521,East ,office supplies,Storage,8,$338.64,0.15,34.8
NM202401744860,2024-01-28,2024-02-04,CU0082,PR518, East,Office Supplies,Paper,4,$216.48,0.2,80.48
NM202401318350,2024-01-20,2024-01-23,CU0142,PR507,Central ,Technology,Machines,1,$34.15,0.2,14.3
NM202401904081,2024-01-05,2024-01-05,CU0030,PR516,west,OFFICE SUPPLIES,Binders,5,$43.38,0.1,18.98
NM202401336838,2024-01-28,2024-01-28,CU0153,PR517,South,OFFICE SUPPLIES,Binders,4,$212.26,0.4,20.82
NM202401253254,2024-01-21,2024-01-26,CU0156,PR518,EAST,OFFICE SUPPLIES,Paper,6,$405.90,0.0,201.9
NM202401887208,19-Jan-2024,20-Jan-2024,CU0131,PR521,Central ,office supplies,Storage,8,$358.56,0.1,54.72
NM202401448775,2024-01-21,2024-01-21,CU0200,PR518,EAST,Office Supplies,Paper,8,$541.20,0.0,269.2
NM202401769339,2024-01-08,2024-01-11,CU0008,PR506,South ,Technology,Accessories,4,"$1,830.64",0.3,517.52
NM202401337022,2024-01-17,2024-01-20,CU0196,PR516,East ,Office Supplies,Binders,7,$67.48,0.0,33.32
NM202401484094,2024-01-12,2024-01-18,CU0114,PR503,West,technology,Phones,5,$774.45,0.0,284.0
NM202401940451,2024-01-23,2024-01-24,CU0138,PR523,SOUTH,office supplies,Art,4,$163.30,0.2,8.7
NM202401649792,2024-01-09,2024-01-14,CU0222,PR510, West,Furniture,Chairs,4,$679.39,0.3,12.15
NM202401376072,2024-01-09,2024-01-16,CU0135,PR524,EAST,OFFICE SUPPLIES,Art,5,$380.30,0.1,50.6
NM202401319115,2024-01-21,2024-01-23,CU0231,PR518,West,OFFICE SUPPLIES,Paper,2,$121.77,0.1,53.77
NM202401308260,2024-01-26,2024-01-28,CU0163,PR524,CENTRAL,Office Supplies,Art,7,$473.26,0.2,11.68
NM202401312644,2024-01-05,2024-01-10,CU0235,PR516,East ,Office Supplies,Binders,2,$19.28,,9.52
NM202401108230,"Jan 13, 2024","Jan 15, 2024",CU0118,PR506, South,Technology,Accessories,8,"$3,661.28",0.3,1035.04
NM202401764846,2024-01-09,2024-01-10,CU0150,PR513,South,FURNITURE,Tables,2,$406.46,0.2,14.4
NM202401958292,2024-01-19,2024-01-24,CU0051,PR503,SOUTH,Technology,Phones,3,$394.97,0.15,100.7
NM202401940397,2024-01-08,2024-01-08,CU0199,PR518,Central ,office supplies,Paper,3,$202.95,0.0,100.95
NM202401731701,2024-01-10,2024-01-17,CU0156,PR517,EAST,Office Supplies,Binders,4,$283.01,0.2,91.57
NM202401997274,2024-01-26,2024-01-26,CU0105,PR511,East ,FURNITURE,Chairs,7,$831.67,0.0,392.98
NM202401309299,2024-01-02,2024-01-09,CU0006,PR515,South ,furniture,Bookcases,7,"$3,605.55",0.1,1388.09
NM202401683015,2024-01-25,2024-01-26,CU0203,PR502,SOUTH,technology,Phones,7,"$1,332.24",0.4,195.16
NM202401501653,2024-01-03,2024-01-05,CU0181,PR510,East ,Furniture,Chairs,2,$436.75,0.1,103.13
NM202401484565,2024-01-01,2024-01-07,CU0196,PR507,East,Technology,Machines,7,$298.83,0.0,159.88
NM202401345667,2024-01-03,2024-01-07,CU0040,PR515,WEST,Furniture,Bookcases,8,"$4,578.48",0.0,2044.24
NM202401177730,2024-01-19,2024-01-20,CU0073,PR524,west,Office Supplies,Art,1,$76.06,0.1,10.12
NM202401246294,2024-01-15,2024-01-21,CU0020,PR518,Central ,Office Supplies,Paper,5,$338.25,0.0,168.25
NM202401180615,2024-01-10,2024-01-17,CU0080,PR519,South,OFFICE SUPPLIES,Paper,2,$22.52,,8.14
NM202401510484,2024-01-02,2024-01-06,CU0130,PR501, Central,technology,Phones,6,"$5,616.32",0.1,1335.86
NM202401764857,2024-01-14,2024-01-21,CU0081,PR502,EAST,Technology,Phones,2,$253.76,0.6,-71.12
NM202401798829,2024-01-11,2024-01-17,CU0062,PR521,CENTRAL,office supplies,Storage,2,$99.60,0.0,23.64
NM202401646951,2024-01-23,2024-01-27,CU0054,PR520, South,Office Supplies,Paper,5,$39.60,0.2,13.55
NM202401107637,2024-01-20,2024-01-20,CU0102,PR516,West,office supplies,Binders,7,$40.49,0.4,6.33
NM202401616228,2024-01-10,2024-01-16,CU0204,PR516,Central,Office Supplies,Binders,2,$17.35,0.1,7.59
NM202401922549,2024-01-27,2024-01-29,CU0062,PR520,CENTRAL,Office Supplies,Paper,7,$62.37,0.1,25.9
NM202401314382,2024-01-19,2024-01-19,CU0020,PR521,Central ,office supplies,Storage,5,$249.00,0.0,59.1
NM202401598220,2024-01-29,2024-01-29,CU0100,PR518,central,Office Supplies,Paper,3,$182.66,0.1,80.66
NM202401146405,2024-01-20,2024-01-22,CU0229,PR520, Central,Office Supplies,Paper,5,$49.50,0.0,23.45
NM202401767515,2024-01-02,2024-01-05,CU0224,PR513,East ,Furniture,Tables,1,$254.04,0.0,58.01
NM202401117050,2024-01-24,2024-01-25,CU0106,PR506, Central,Technology,Accessories,7,"$3,890.11",0.15,1592.15
NM202401292765,2024-01-09,2024-01-16,CU0040,PR524,West ,Office Supplies,Art,8,$574.67,0.15,47.15
NM202401413096,2024-01-26,2024-01-26,CU0170,PR522,South ,OFFICE SUPPLIES,Storage,7,$248.06,0.15,93.92
NM202401153965,2024-01-10,2024-01-13,CU0183,PR515,central,FURNITURE,Bookcases,8,"$3,204.94",0.3,670.7
NM202401704319,2024-01-11,2024-01-13,CU0160,PR501,South ,technology,Phones,1,$728.04,0.3,14.63
NM202401636675,2024-01-14,2024-01-20,CU0057,PR522,Central ,OFFICE SUPPLIES,Storage,5,$208.45,0.0,98.35
NM202401232047,2024-01-18,2024-01-18,CU0136,PR523,central,Office Supplies,Art,5,$255.15,0.0,61.9
NM202401579688,21-Jan-2024,24-Jan-2024,CU0061,PR521,WEST,office supplies,Storage,1,$42.33,0.15,4.35
NM202401525200,2024-01-06,2024-01-12,CU0050,PR513,west,furniture,Tables,6,"$1,524.24",0.0,348.06
NM202401549711,2024-01-24,2024-01-26,CU0022,PR505,Central ,technology,Accessories,2,$388.48,0.0,163.44
NM202401773642,2024-01-23,2024-01-27,CU0005,PR504,EAST,Technology,Accessories,6,"$4,367.52",0.0,1807.98
NM202401303461,2024-01-16,2024-01-23,CU0083,PR501,CENTRAL,TECHNOLOGY,Phones,8,"$6,656.38",0.2,949.1
NM202401518854,2024-01-17,2024-01-21,CU0053,PR501,East,technology,Phones,5,"$4,160.24",0.2,593.19
NM202401597857,2024-01-30,2024-02-06,CU0216,PR502,south,TECHNOLOGY,Phones,1,$126.88,0.6,-35.56
NM202401254968,2024-01-20,2024-01-26,CU0022,PR501,Central ,Technology,Phones,2,"$1,664.10",0.2,237.28
NM202401503720,2024-01-28,2024-02-03,CU0133,PR516,West ,Office Supplies,Binders,4,$34.70,0.1,15.18
NM202401461324,2024-01-08,2024-01-15,CU0005,PR513,East ,Furniture,Tables,5,"$1,143.18",0.1,163.03
NM202401778625,2024-01-04,2024-01-04,CU0150,PR518, South,Office Supplies,Paper,7,$426.20,0.1,188.2
NM202401289238,2024-01-30,2024-02-04,CU0129,PR509,South,technology,Machines,1,$662.47,0.0,326.26
NM202401246786,2024-01-29,2024-02-02,CU0087,PR510, South,FURNITURE,Chairs,8,"$1,747.01",0.1,412.53
NM202401808992,13-Jan-2024,18-Jan-2024,CU0208,PR518,West,Office Supplies,Paper,5,$338.25,0.0,
NM202401593301,2024-01-29,2024-01-29,CU0225,PR524,West,Office Supplies,Art,5,$422.55,0.0,92.85
NM202401391577,2024-01-26,2024-02-02,CU0085,PR523,West,office supplies,Art,4,$204.12,0.0,49.52
NM202401126192,2024-01-15,2024-01-16,CU0145,PR517,SOUTH,office supplies,Binders,3,$225.52,0.15,81.94
NM202401432291,2024-01-04,2024-01-07,CU0060,PR515,south,FURNITURE,Bookcases,2,$686.77,0.4,53.21
NM202401409156,2024-01-07,2024-01-09,CU0093,PR505,East ,Technology,Accessories,3,$495.31,0.15,157.75
NM202401899050,"Jan 26, 2024","Feb 01, 2024",CU0110,PR523,West ,office supplies,Art,3,$153.09,0.0,37.14
NM202401681028,2024-01-28,2024-02-02,CU0141,PR516,South,Office Supplies,Binders,5,$40.97,0.15,16.57
NM202401957009,2024-01-17,2024-01-17,CU0092,PR523,SOUTH,Office Supplies,Art,5,$229.64,0.1,36.39
NM202401882230,2024-01-08,2024-01-11,CU0107,PR518,South ,OFFICE SUPPLIES,Paper,2,$108.24,0.2,40.24
NM202401641127,2024-01-17,2024-01-23,CU0047,PR506,East,Technology,Accessories,3,"$1,961.40",0.0,976.56
NM202401642321,2024-01-19,2024-01-22,CU0114,PR507,West,Technology,Machines,1,$29.88,0.3,10.03
NM202401389704,2024-01-18,2024-01-21,CU0035,PR504,CENTRAL,Technology,Accessories,5,"$3,639.60",0.0,1506.65
NM202401737200,2024-01-06,2024-01-13,CU0108,PR515,East,Furniture,Bookcases,2,"$1,144.62",0.0,511.06
NM202401773971,2024-01-11,2024-01-17,CU0075,PR520,West,office supplies,Paper,3,$20.79,0.3,5.16
NM202401683935,2024-01-06,2024-01-08,CU0181,PR508, East,technology,Machines,3,$688.35,0.0,333.63
NM202401713919,25-Jan-2024,01-Feb-2024,CU0161,PR516,Central,office supplies,Binders,7,$60.73,0.1,26.57
NM202401637110,2024-01-11,2024-01-15,CU0153,PR503,south,Technology,Phones,7,"$1,084.23",,397.6
NM202401704148,2024-01-18,2024-01-18,CU0224,PR513, East,Furniture,Tables,7,"$1,778.28",0.0,406.07
NM202401513383,2024-01-25,2024-01-27,CU0098,PR508,Central ,TECHNOLOGY,Machines,5,$917.80,0.2,326.6
NM202401748289,2024-01-25,2024-01-28,CU0208,PR521,West ,office supplies,Storage,6,$298.80,0.0,70.92
NM202401565566,2024-01-28,2024-02-02,CU0082,PR512,east,furniture,Tables,2,$836.34,0.4,-178.78
NM202401654225,2024-01-15,2024-01-18,CU0240,PR524, East,Office Supplies,Art,4,$270.43,0.2,6.67
NM202401991878,2024-01-23,2024-01-24,CU0205,PR505,CENTRAL,technology,Accessories,1,$116.54,0.4,4.02
NM202401804094,2024-01-23,2024-01-23,CU0060,PR503,South ,TECHNOLOGY,Phones,1,$154.89,0.0,56.8
NM202401389997,2024-01-23,2024-01-28,CU0116,PR506, East,Technology,Accessories,7,"$4,576.60",0.0,2278.64
NM202401611082,2024-01-11,2024-01-13,CU0148,PR502,SOUTH,technology,Phones,7,"$1,887.34",0.15,750.26
NM202401634722,2024-01-19,2024-01-21,CU0029,PR514,West,Furniture,Bookcases,3,$556.44,0.3,76.35
NM202401686020,2024-01-31,2024-01-31,CU0102,PR509,West,Technology,Machines,7,"$4,637.29",0.0,2283.82
NM202401709825,2024-01-13,2024-01-15,CU0030,PR511,West,FURNITURE,Chairs,8,$855.43,0.1,354.07
NM202402292822,24-Feb-2024,25-Feb-2024,CU0236,PR514,South,FURNITURE,Bookcases,8,"$2,119.76",0.0,839.52
NM202402252375,2024-02-20,2024-02-26,CU0122,PR518,east,OFFICE SUPPLIES,Paper,8,$460.02,0.15,188.02
NM202402529216,10-Feb-2024,17-Feb-2024,CU0151,PR519,Central,Office Supplies,Paper,7,$63.06,0.2,12.73
NM202402195403,22-Feb-2024,26-Feb-2024,CU0066,PR504,west,Technology,Accessories,7,"$4,585.90",0.1,1599.77
NM202402770080,08-Feb-2024,15-Feb-2024,CU0023,PR506,Central ,Technology,Accessories,7,"$4,576.60",0.0,2278.64
NM202402814009,15-Feb-2024,21-Feb-2024,CU0153,PR511, South,FURNITURE,Chairs,8,$807.91,0.15,306.55
NM202402241668,18-Feb-2024,25-Feb-2024,CU0223,PR506,Central ,technology,Accessories,6,"$3,530.52",0.1,1560.84
NM202402141241,12-Feb-2024,14-Feb-2024,CU0160,PR518,south,OFFICE SUPPLIES,Paper,8,$541.20,0.0,269.2
NM202402336615,17-Feb-2024,22-Feb-2024,CU0113,PR512,south,FURNITURE,Tables,8,"$5,575.60",0.0,1515.12
NM202402107740,"Feb 06, 2024","Feb 13, 2024",CU0137,PR517,south,OFFICE SUPPLIES,Binders,8,$601.39,0.15,218.51
NM202402250230,15-Feb-2024,17-Feb-2024,CU0068,PR504, West,Technology,Accessories,1,$727.92,0.0,301.33
NM202402844521,10-Feb-2024,16-Feb-2024,CU0195,PR519, South,OFFICE SUPPLIES,Paper,6,$47.29,0.3,4.15
NM202402377419,04-Feb-2024,07-Feb-2024,CU0120,PR510, East,furniture,Chairs,7,"$1,358.78",0.2,191.11
NM202402837123,21-Feb-2024,26-Feb-2024,CU0046,PR513, South,Furniture,Tables,3,$533.48,0.3,-54.61
NM202402786518,2024-02-09,2024-02-10,CU0096,PR505,East,Technology,Accessories,3,$582.72,0.0,245.16
NM202402226572,08-Feb-2024,11-Feb-2024,CU0177,PR503,WEST,technology,Phones,3,$394.97,0.15,100.7
NM202402931629,10-Feb-2024,17-Feb-2024,CU0219,PR503,West,Technology,Phones,5,$619.56,0.2,129.11
NM202402500539,18-Feb-2024,24-Feb-2024,CU0110,PR505,West,technology,Accessories,8,"$1,087.74",,187.58
NM202402722101,15-Feb-2024,22-Feb-2024,CU0164,PR517,central,OFFICE SUPPLIES,Binders,3,$159.19,0.4,15.61
NM202402550141,02-Feb-2024,03-Feb-2024,CU0117,PR502,South ,technology,Phones,4,"$1,141.92",0.1,492.16
NM202402396704,07-Feb-2024,09-Feb-2024,CU0083,PR515,Central ,furniture,Bookcases,6,"$3,433.86",0.0,1533.18
NM202402898353,"Feb 25, 2024","Feb 29, 2024",CU0237,PR510,WEST,Furniture,Chairs,3,$618.73,0.15,118.3
NM202402114910,09-Feb-2024,11-Feb-2024,CU0111,PR518,EAST,OFFICE SUPPLIES,Paper,3,$142.06,0.3,40.06
NM202402176253,17-Feb-2024,20-Feb-2024,CU0182,PR513,EAST,Furniture,Tables,3,$457.27,0.4,-130.82
NM202402702328,13-Feb-2024,15-Feb-2024,CU0123,PR512,Central,furniture,Tables,5,"$3,136.28",0.1,598.47
NM202402664647,2024-02-08,2024-02-13,CU0166,PR516,Central ,office supplies,Binders,7,$67.48,0.0,33.32
NM202402813232,05-Feb-2024,12-Feb-2024,CU0033,PR510,South ,Furniture,Chairs,1,$206.24,0.15,39.43
NM202402373197,06-Feb-2024,10-Feb-2024,CU0047,PR513, East,FURNITURE,Tables,5,"$1,270.20",0.0,290.05
NM202402186167,15-Feb-2024,19-Feb-2024,CU0161,PR523,central,Office Supplies,Art,7,$357.21,0.0,86.66
NM202402863064,26-Feb-2024,04-Mar-2024,CU0055,PR507,West,Technology,Machines,8,$136.61,0.6,-22.19
NM202402137528,2024-02-27,2024-03-05,CU0085,PR511,West ,Furniture,Chairs,8,$665.34,0.3,163.98
NM202402605136,10-Feb-2024,16-Feb-2024,CU0195,PR504,south,Technology,Accessories,2,"$1,455.84",0.0,602.66
NM202402256528,04-Feb-2024,09-Feb-2024,CU0236,PR517,SOUTH,Office Supplies,Binders,2,$70.75,0.6,-24.97
NM202402659231,20-Feb-2024,27-Feb-2024,CU0002,PR508, West,technology,Machines,8,"$1,101.36",0.4,155.44
NM202402447024,10-Feb-2024,12-Feb-2024,CU0240,PR523,East ,OFFICE SUPPLIES,Art,6,$260.25,0.15,28.35
NM202402509049,"Feb 11, 2024","Feb 14, 2024",CU0233,PR505,East,Technology,Accessories,1,$174.82,0.1,62.3
NM202402592797,10-Feb-2024,14-Feb-2024,CU0236,PR512,south,Furniture,Tables,6,"$4,181.70",0.0,1136.34
NM202402234378,14-Feb-2024,19-Feb-2024,CU0002,PR505,WEST,technology,Accessories,2,$388.48,0.0,
NM202402392912,24-Feb-2024,25-Feb-2024,CU0228,PR504,West ,Technology,Accessories,6,"$3,712.39",0.15,1152.85
NM202402297129,03-Feb-2024,09-Feb-2024,CU0009,PR519,West,Office Supplies,Paper,6,$67.56,0.0,24.42
NM202402962568,03-Feb-2024,09-Feb-2024,CU0158,PR523,SOUTH,Office Supplies,Art,4,$142.88,0.3,-11.72
NM202402848235,2024-02-29,2024-03-02,CU0120,PR519,East ,office supplies,Paper,4,$27.02,0.4,-1.74
NM202402797680,27-Feb-2024,28-Feb-2024,CU0076,PR513, Central,Furniture,Tables,8,"$1,829.09",0.1,260.85
NM202402955989,2024-02-17,2024-02-18,CU0062,PR505,central,TECHNOLOGY,Accessories,6,$932.35,0.2,257.23
NM202402852617,2024-02-16,2024-02-23,CU0154,PR512,SOUTH,furniture,Tables,4,"$2,230.24",0.2,200.0
NM202402915270,17-Feb-2024,23-Feb-2024,CU0149,PR518,west,office supplies,Paper,8,$432.96,0.2,160.96
NM202402990672,29-Feb-2024,07-Mar-2024,CU0020,PR514,Central,Furniture,Bookcases,3,$715.42,0.1,235.33
NM202402185653,07-Feb-2024,14-Feb-2024,CU0207,PR519, Central,Office Supplies,Paper,2,$19.14,0.15,4.76
NM202402679347,"Feb 16, 2024","Feb 22, 2024",CU0055,PR522,west,Office Supplies,Storage,4,$150.08,0.1,62.0
NM202402899064,02-Feb-2024,08-Feb-2024,CU0119,PR523,West,Office Supplies,Art,3,$153.09,0.0,37.14
NM202402466131,17-Feb-2024,23-Feb-2024,CU0183,PR524, Central,Office Supplies,Art,1,$84.51,,18.57
NM202402514159,20-Feb-2024,24-Feb-2024,CU0049,PR511,central,Furniture,Chairs,3,$356.43,0.0,168.42
NM202402339095,18-Feb-2024,20-Feb-2024,CU0202,PR502, Central,technology,Phones,3,$666.12,0.3,178.8
NM202402180930,08-Feb-2024,11-Feb-2024,CU0130,PR520,Central ,Office Supplies,Paper,3,$29.70,0.0,14.07
NM202402363420,2024-02-10,2024-02-17,CU0130,PR508,central,Technology,Machines,2,$413.01,0.1,176.53
NM202402574029,"Feb 21, 2024","Feb 26, 2024",CU0029,PR518,West,Office Supplies,Paper,7,$378.84,0.2,140.84
NM202402743591,29-Feb-2024,04-Mar-2024,CU0235,PR511, East,FURNITURE,Chairs,3,$320.79,0.1,132.78
NM202402612768,29-Feb-2024,06-Mar-2024,CU0160,PR502,SOUTH,Technology,Phones,3,$951.60,0.0,464.28
NM202402616686,20-Feb-2024,23-Feb-2024,CU0118,PR510,South,Furniture,Chairs,3,$291.17,0.6,-209.26
NM202402978304,09-Feb-2024,15-Feb-2024,CU0002,PR521,WEST,Office Supplies,Storage,8,$398.40,0.0,94.56
NM202402207109,27-Feb-2024,05-Mar-2024,CU0167,PR524,South,OFFICE SUPPLIES,Art,6,$456.35,0.1,60.71
NM202402848225,2024-02-21,2024-02-21,CU0236,PR519,south,OFFICE SUPPLIES,Paper,3,$27.02,0.2,5.45
NM202402225820,09-Feb-2024,10-Feb-2024,CU0021,PR508,SOUTH,TECHNOLOGY,Machines,7,$642.46,0.6,-185.22
NM202402352909,25-Feb-2024,28-Feb-2024,CU0055,PR508, West,technology,Machines,6,"$1,376.70",0.0,667.26
NM202402693155,11-Feb-2024,15-Feb-2024,CU0124,PR519,east,office supplies,Paper,3,$33.78,0.0,12.21
NM202402574511,15-Feb-2024,20-Feb-2024,CU0118,PR502, South,TECHNOLOGY,Phones,3,$761.28,0.2,273.96
NM202402626978,"Feb 18, 2024","Feb 25, 2024",CU0165,PR517,WEST,OFFICE SUPPLIES,Binders,6,$477.58,0.1,190.42
